번호,시도,시군구명,개방서비스명,개방서비스ID,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지지번주소,소재지도로명주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,경도,위도,의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자
252,강원도,원주시,의원,01_01_02_P,4190000,PHMA119974190023041100004,19970830,,1,영업/정상,13,영업중,,,,,033-731-7967,,220937,강원도 원주시 단계동 802번지 -2,강원도 원주시 단구로 78 (단계동),26434,혜민한의원,2.01801E+13,I,59:59.0,한의원,127.9389074,37.33924112,한의원,1,0,0,0,308 307 306 305 304 303 302 301,한방내과  한방부인과  한방소아과  한방안·이비인후·피부과  한방신경정신과  한방재활의학과  사상체질과  침구과,,,,0,0,,,0,
253,강원도,원주시,의원,01_01_02_P,4190000,PHMA119974190023041100005,19971209,,1,영업/정상,13,영업중,,,,,033-765-7575,,,강원도 원주시 개운동 290번지 16호,강원도 원주시 남원로 622 (개운동),26446,최해천성형외과의원,2.01709E+13,I,59:59.0,의원,127.9512851,37.33567538,의원,2,0,0,202,108,성형외과,,,,0,0,,,0,
254,강원도,원주시,의원,01_01_02_P,4190000,PHMA119984190023041100001,19980108,,1,영업/정상,13,영업중,,,,,033-746-5667,,220981,강원도 원주시 무실동 1641번지 10호,강원도 원주시 시청로 84  3층 301호 (무실동  애드피아),26388,연세본비뇨기과의원,2.02003E+13,U,40:00.0,의원,127.9272947,37.33356063,의원,2,0,0,107.5,115 114,피부과  비뇨의학과,,,,0,0,,,0,
255,강원도,원주시,의원,01_01_02_P,4190000,PHMA119984190023041100002,19980113,,1,영업/정상,13,영업중,,,,,033-744-5363,,220962,강원도 원주시 태장동 1374번지 1호,강원도 원주시 흥양로51번길 1  2층 (태장동  원마트),26316,늘푸른치과의원,2.01901E+13,U,40:00.0,치과의원,127.9518685,37.38121443,치과의원,1,0,0,133,401,치과,,,,0,0,,,0,
256,강원도,원주시,의원,01_01_02_P,4190000,PHMA119984190023041100003,19980119,,1,영업/정상,13,영업중,,,,,033-734-2020,,,강원도 원주시 문막읍 문막리 305번지 6호,강원도 원주시 문막읍 문막시장1길 14,26373,송광선내과의원,2.01709E+13,I,59:59.0,의원,127.8164483,37.30528124,의원,2,0,0,250,101 111 113 114,피부과  이비인후과  소아청소년과  내과,,,,0,0,,,0,
257,강원도,원주시,의원,01_01_02_P,4190000,PHMA119984190023041100004,19980123,,1,영업/정상,13,영업중,,,,,033-764-1808,,220944,강원도 원주시 단구동 1515번지 6호,강원도 원주시 남원로534번길 26  3층 (단구동  중앙빌딩),26484,연규홍소아청소년과의원,2.01709E+13,I,59:59.0,의원,127.9483278,37.32733993,의원,3,0,0,164,111 122,가정의학과  소아청소년과,,,,0,0,,,0,
258,강원도,원주시,의원,01_01_02_P,4190000,PHMA119984190023041100005,19980130,,1,영업/정상,13,영업중,,,,,033-748-3443,,220770,강원도 원주시 단구동 1588번지 3호 세경5차아파트상가 2층,강원도 원주시 단구로 412  2층 (단구동  세경상가),26488,튼튼치과의원,2.01709E+13,I,59:59.0,치과의원,127.9516432,37.31973359,치과의원,1,0,0,98,401,치과,,,,0,0,,,0,
259,강원도,원주시,의원,01_01_02_P,4190000,PHMA119984190023041100006,19980227,,1,영업/정상,13,영업중,,,,,033-743-5752,,220903,강원도 원주시 중앙동 59번지 -11,강원도 원주시 원일로 122-1 (중앙동),26428,전치과의원,2.01709E+13,I,59:59.0,치과의원,127.9476828,37.34764366,치과의원,1,0,0,63,401,치과,,,,0,0,,,0,
260,강원도,원주시,의원,01_01_02_P,4190000,PHMA119984190023041100007,19980326,,1,영업/정상,13,영업중,,,,,033-764-0048,,,강원도 원주시 단구동 1511번지 1호,강원도 원주시 서원대로 392  3층 (단구동),26484,연세참외과의원,2.02109E+13,U,40:00.0,의원,127.9477475,37.32820687,의원,1,1,1,199.4,104 114 122,가정의학과  피부과  외과,,,,0,0,,,0,
261,강원도,원주시,의원,01_01_02_P,4190000,PHMA119994190023041100006,19990422,,1,영업/정상,13,영업중,,,,,033-764-6494,,220100,강원도 원주시 단계동 881-6 재영빌딩,강원도 원주시 서원대로 170  재영빌딩 6층 (단계동),26382,손안과의원,2.02007E+13,U,40:00.0,의원,127.9279373,37.34275325,의원,1,0,0,241,112,안과,,,,0,0,,,0,
262,강원도,원주시,의원,01_01_02_P,4190000,PHMA119994190023041100007,19990426,,1,영업/정상,13,영업중,,,,,033-735-2875,,220806,강원도 원주시  문막리 261번지 1호 외 2필지 3층,강원도 원주시 문막읍 문막시장1길 27  3층,26373,세한치과의원,2.01709E+13,I,59:59.0,치과의원,127.8162559,37.30419136,치과의원,1,0,0,198.34,401,치과,,,,0,0,,,0,
263,강원도,원주시,의원,01_01_02_P,4190000,PHMA119994190023041100008,19990619,,1,영업/정상,13,영업중,,,,,033-747-0675,,220962,강원도 원주시 태장동 1380번지 14호,강원도 원주시 북원로 2698 (태장동  바다약국),26316,태장연세의원,2.01709E+13,I,59:59.0,의원,127.9470206,37.38150059,의원,1,0,0,264,116 115 114 113 111 110 105 101,내과  정형외과  산부인과  소아청소년과  이비인후과  피부과  비뇨의학과  영상의학과,,,,0,0,,,0,
264,강원도,원주시,의원,01_01_02_P,4190000,PHMA119994190023041100009,19990730,,1,영업/정상,13,영업중,,,,,033-748-3322,,,강원도 원주시 소초면 장양리 773번지 2호,강원도 원주시 소초면 장막1길 15,26306,거북이한의원,2.0181E+13,U,35:23.0,한의원,127.9552188,37.40516315,한의원,1,0,0,148,308 307 306 305 304 303 302 301,한방내과  한방부인과  한방소아과  한방안·이비인후·피부과  한방신경정신과  한방재활의학과  사상체질과  침구과,,,,0,0,,,0,
265,강원도,원주시,의원,01_01_02_P,4190000,PHMA119994190023041100010,19990804,,1,영업/정상,13,영업중,,,,,033-733-7582,,220010,강원도 원주시 중앙동 131번지 2호,강원도 원주시 중앙로 86  4층 (중앙동  세븐스타빌딩),26428,연세민내과의원,2.02003E+13,U,40:00.0,의원,127.951203,37.34607907,의원,4,1,7,559.5,101 116 111 113 119,진단검사의학과  이비인후과  소아청소년과  영상의학과  내과,,,,0,0,,,0,
266,강원도,원주시,의원,01_01_02_P,4190000,PHMA119994190023041100011,19990805,,1,영업/정상,13,영업중,,,,,033-764-3333,,220903,강원도 원주시 중앙동 59번지 14호,강원도 원주시 원일로 120  6층 (중앙동  중앙빌딩),26428,예사랑산부인과의원,2.01805E+13,I,59:59.0,의원,127.9477611,37.34748989,의원,1,0,0,306,110 122 101 104 114 108,성형외과  피부과  외과  내과  가정의학과  산부인과,,,,0,0,,,0,
267,강원도,원주시,의원,01_01_02_P,4190000,PHMA119994190023041100012,19991113,,1,영업/정상,13,영업중,,,,,033-731-8275,,,,강원도 원주시 원문로 186 (단계동),26408,대흥한의원,2.01711E+13,I,59:59.0,한의원,127.9285471,37.3536311,한의원,1,0,0,146.41,301 302 303 304 305 306 307 308 309,한방응급과  침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
268,강원도,원주시,의원,01_01_02_P,4190000,PHMA119994190023041100013,19991208,,1,영업/정상,13,영업중,,,,,033-764-9700,,,강원도 원주시 무실동 1857번지 6호,강원도 원주시 능라동길 61  정한빌딩  607~608호 (무실동),26392,원주영상의학과의원,2.01912E+13,U,40:00.0,의원,127.9493816,37.34383498,의원,1,2,4,223.58,101 116,내과  영상의학과,,,,0,0,,,0,
269,강원도,원주시,의원,01_01_02_P,4190000,PHMA120084190023041100033,20081119,,1,영업/정상,13,영업중,,,,,033-763-7555,,,,강원도 원주시 개봉교길 9 (개운동),26443,백록담한의원,2.02104E+13,U,40:00.0,한의원,127.9553061,37.34054163,한의원,1,0,0,90.16,301 302 303 304 305 306 307 308,침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
270,강원도,원주시,의원,01_01_02_P,4190000,PHMA120084190023041100036,20081201,,1,영업/정상,13,영업중,,,,,033-733-2277,,220903,강원도 원주시 중앙동 45번지 2층 5층,강원도 원주시 평원로 63  2 5층 (중앙동),26428,중앙의원,2.01709E+13,I,59:59.0,의원,127.9496679,37.34842697,의원,1,3,5,363,104 105 101 114 115,비뇨의학과  피부과  내과  정형외과  외과,,,,0,0,,,0,
271,강원도,원주시,의원,01_01_02_P,4190000,PHMA120084190023041100038,19550901,,1,영업/정상,13,영업중,,,,,033-737-4026,,220957,강원도 원주시 일산동 211번지 원주건강문화센터 3층,강원도 원주시 원일로 139  3층 (일산동  건강문화센터),26417,원주시보건소,2.01709E+13,I,59:59.0,보건소,127.9460994,37.34874565,보건소,1,0,0,4589,601,보건소,,,,0,0,,,0,
272,강원도,원주시,의원,01_01_02_P,4190000,PHMA119794190023041100001,19790228,,1,영업/정상,13,영업중,,,,,033-742-8713,,220903,강원도 원주시 중앙동 59번지 -8,강원도 원주시 원일로 126 (중앙동),26428,박경종치과의원,2.01709E+13,I,59:59.0,치과의원,127.9474875,37.34781228,치과의원,1,0,0,66,401,치과,,,,0,0,,,0,
273,강원도,원주시,의원,01_01_02_P,4190000,PHMA119804190023041100002,19800531,,1,영업/정상,13,영업중,,,,,033-742-1204,,220964,강원도 원주시 학성동 237번지 1호,강원도 원주시 원일로 169 (학성동),26417,서울외과의원,2.01709E+13,I,59:59.0,의원,127.9450654,37.35026375,의원,1,10,15,535,104 110,산부인과  외과,,,,0,0,,,0,
274,강원도,원주시,의원,01_01_02_P,4190000,PHMA119834190023041100001,19830303,,1,영업/정상,13,영업중,,,,,033-743-6161,,220956,강원도 원주시 일산동 51번지 10호,강원도 원주시 원일로 127 (일산동),26427,김이비인후과의원,2.01709E+13,I,59:59.0,의원,127.9471239,37.3477665,의원,1,0,0,82.5,113,이비인후과,,,,0,0,,,0,
275,강원도,원주시,의원,01_01_02_P,4190000,PHMA119834190023041100002,19830308,,1,영업/정상,13,영업중,,,,,033-765-5213,,220947,강원도 원주시 명륜1동 265번지 17호,강원도 원주시 향교길 56 (명륜동),26441,경희한의원,2.01711E+13,I,59:59.0,한의원,127.9505259,37.33647538,한의원,1,0,0,264,301 302 303 304 305 308,침구과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
276,강원도,원주시,의원,01_01_02_P,4190000,PHMA119834190023041100003,19830425,,1,영업/정상,13,영업중,,,,,033-742-8718,,,강원도 원주시 일산동 222번지 1호,강원도 원주시 원일로 155 (일산동),26417,한국한센복지협회강원도지부부설복지의원,2.01904E+13,U,40:00.0,의원,127.9457496,37.34951362,의원,4,0,0,491,101 114 115,비뇨의학과  피부과  내과,,,,0,0,,,0,
277,강원도,원주시,의원,01_01_02_P,4190000,PHMA119864190023041100003,19860414,,1,영업/정상,13,영업중,,,,,033-743-5356,,220963,강원도 원주시 학성동 207번지 22호,강원도 원주시 원일로 150-1 (학성동),26415,홍성국신경정신과의원,2.01709E+13,I,59:59.0,의원,127.9464773,37.34927255,의원,1,0,0,60,103 102,신경과  정신건강의학과,,,,0,0,,,0,
278,강원도,원주시,의원,01_01_02_P,4190000,PHMA119864190023041100004,19860428,,1,영업/정상,13,영업중,,,,,033-742-0193,,220903,강원도 원주시 중앙동 60번지 13호,강원도 원주시 원일로 114 (중앙동),26428,김남두비뇨기과의원,2.01709E+13,I,59:59.0,의원,127.9480143,37.34715724,의원,1,0,0,82,115 114,피부과  비뇨의학과,,,,0,0,,,0,
279,강원도,원주시,의원,01_01_02_P,4190000,PHMA119874190023041100001,19871020,,1,영업/정상,13,영업중,,,,,033-746-2878,,220100,강원도 원주시 단계동 879번지 5호 -5,강원도 원주시 서원대로 156 (단계동),26382,권혁준내과의원,2.01709E+13,I,59:59.0,의원,127.9282076,37.34127602,의원,2,0,0,231,101,내과,,,,0,0,,,0,
280,강원도,원주시,의원,01_01_02_P,4190000,PHMA119884190023041100003,19880618,,1,영업/정상,13,영업중,,,,,033-746-5538,,,강원도 원주시 일산동 107번지,강원도 원주시 무실로 26 (일산동),26427,박규래정형외과의원,2.01805E+13,I,59:59.0,의원,127.9479608,37.34510986,의원,2,8,27,892,105,정형외과,,,,0,0,,,0,
281,강원도,원주시,의원,01_01_02_P,4190000,PHMA119894190023041100001,19890313,,1,영업/정상,13,영업중,,,,,033-743-5221,,220963,강원도 원주시 학성동 332번지 14호,강원도 원주시 학성철길 59 (학성동),26414,중앙정형외과의원,2.01911E+13,U,40:00.0,의원,127.9482047,37.35115141,의원,1,11,29,1339,105 104 106 108 114 115 101 116,내과  외과  정형외과  신경외과  성형외과  피부과  비뇨의학과  영상의학과,,,,0,0,,,0,
282,강원도,원주시,의원,01_01_02_P,4190000,PHMA119894190023041100002,19890429,,1,영업/정상,13,영업중,,,,,033-743-6936,,220903,강원도 원주시 중앙동 60번지 25호 -25,강원도 원주시 원일로 104-1 (중앙동),26428,중앙치과의원,2.01709E+13,I,59:59.0,치과의원,127.9485422,37.34672286,치과의원,1,0,0,60,401,치과,,,,0,0,,,0,
283,강원도,원주시,의원,01_01_02_P,4190000,PHMA119904190023041100001,19900222,,1,영업/정상,13,영업중,,,,,033-748-1291,,,강원도 원주시 일산동 52번지 1호,강원도 원주시 원일로115번길 1 (일산동),26427,백피부과의원,2.01709E+13,I,59:59.0,의원,127.9476412,37.34697134,의원,1,0,0,118,115 114,피부과  비뇨의학과,,,,0,0,,,0,
284,강원도,원주시,의원,01_01_02_P,4190000,PHMA119904190023041100003,19900414,,1,영업/정상,13,영업중,,,,,033-748-5200,,220956,강원도 원주시 일산동 52번지 -1,강원도 원주시 원일로115번길 1 (일산동),26427,이재순내과의원,2.01709E+13,I,59:59.0,의원,127.9476412,37.34697134,의원,3,0,0,185,101,내과,,,,0,0,,,0,
285,강원도,원주시,의원,01_01_02_P,4190000,PHMA119904190023041100006,19901206,,1,영업/정상,13,영업중,,,,,033-761-0072,,,강원도 원주시 명륜동 245번지 1호,강원도 원주시 남원로 589-5 (명륜동),26441,오킴스의원,2.01904E+13,U,40:00.0,의원,127.9484051,37.33352122,의원,2,6,18,492,101 104 105 114 115,비뇨의학과  피부과  정형외과  외과  내과,,,,0,0,,,0,
286,강원도,원주시,의원,01_01_02_P,4190000,PHMA119914190023041100001,19910207,,1,영업/정상,13,영업중,,,,,033-744-3884,,220110,강원도 원주시 개운동 451번지 4호,강원도 원주시 서원대로 383  3층 401호 (개운동  한신프라자),26448,강봉선신경정신과의원,2.01709E+13,I,59:59.0,의원,127.9477657,37.32922059,의원,2,0,0,119,102 103,정신건강의학과  신경과,,,,0,0,,,0,
287,강원도,원주시,의원,01_01_02_P,4190000,PHMA119914190023041100002,19910503,,1,영업/정상,13,영업중,,,,,033-744-9192,,220956,강원도 원주시 일산동 72번지 3호 -3,강원도 원주시 원일로115번길 5  3층 (일산동  홍제빌딩),26427,이영호치과의원,2.01709E+13,I,59:59.0,치과의원,127.947306,37.34675119,치과의원,1,0,0,90,401,치과,,,,0,0,,,0,
288,강원도,원주시,의원,01_01_02_P,4190000,PHMA119914190023041100003,19911106,,1,영업/정상,13,영업중,,,,,033-735-2860,,220806,강원도 원주시 문막읍 문막리 482번지 -2,강원도 원주시 문막읍 문막시장1길 10,26373,스마일치과의원,2.01709E+13,I,59:59.0,치과의원,127.816564,37.30544705,치과의원,1,0,0,200,401,치과,,,,0,0,,,0,
289,강원도,원주시,의원,01_01_02_P,4190000,PHMA119924190023041100001,19920306,,1,영업/정상,13,영업중,,,,,033-744-6864,,220903,강원도 원주시 중앙동 30번지,강원도 원주시 천사로 216 (중앙동),26428,김창동이비인후과의원,2.01709E+13,I,59:59.0,의원,127.9472271,37.34855069,의원,1,0,0,147,113,이비인후과,,,,0,0,,,0,
290,강원도,원주시,의원,01_01_02_P,4190000,PHMA119924190023041100002,19920331,,1,영업/정상,13,영업중,,,,,033-765-2027,,,강원도 원주시 행구동 1710번지 11호,강원도 원주시 영랑길 14-2  청연재빌딩 5층 502호 (행구동),26456,오은경소아청소년과의원,2.02001E+13,U,40:00.0,의원,127.9710021,37.33817212,의원,1,0,0,109,111 101 122,내과  소아청소년과  가정의학과,,,,0,0,,,0,
291,강원도,원주시,의원,01_01_02_P,4190000,PHMA119924190023041100003,19920411,,1,영업/정상,13,영업중,,,,,033-744-5015,,220957,강원도 원주시 일산동 53번지 43호,강원도 원주시 원일로 93 (일산동),26431,이진호이비인후과의원,2.01709E+13,I,59:59.0,의원,127.9488803,37.34598915,의원,1,0,0,168,113,이비인후과,,,,0,0,,,0,
292,강원도,원주시,의원,01_01_02_P,4190000,PHMA119924190023041100004,19920610,,1,영업/정상,13,영업중,,,,,033-741-9235,,,강원도 원주시 우산동 283번지 상지대학교부속상지한방병원,강원도 원주시 상지대길 80  상지대학교부속상지한방병원 (우산동),26338,학교법인상지학원부설상지푸른의원,2.02104E+13,U,40:00.0,의원,127.9335345,37.36767917,의원,2,0,0,119,101 105 111 113 114 115,비뇨의학과  피부과  이비인후과  소아청소년과  정형외과  내과,,,,0,0,,,0,
295,강원도,원주시,의원,01_01_02_P,4190000,PHMA119934190023041100001,19930401,,1,영업/정상,13,영업중,,,,,033-762-4414,,220944,,강원도 원주시 서원대로 402 (단구동),26484,민제한의원,2.02011E+13,U,40:00.0,한의원,127.9485672,37.32765214,한의원,1,0,0,172,309 308 307 306 305 304 303 302 301,한방내과  한방부인과  한방소아과  한방안·이비인후·피부과  한방신경정신과  한방재활의학과  사상체질과  침구과  한방응급과,,,,0,0,,,0,
296,강원도,원주시,의원,01_01_02_P,4190000,PHMA119934190023041100002,19930511,,1,영업/정상,13,영업중,,,,,033-763-3552,,220948,강원도 원주시 명륜2동 705번지 명륜아파트상가206,강원도 원주시 예술관길 25 (명륜동  명륜2차아파트),26481,고려가정의원,2.02004E+13,U,40:00.0,의원,127.9413851,37.32911139,의원,1,0,0,82,122 101 111 114 113 104 105 112,안과  정형외과  외과  이비인후과  피부과  소아청소년과  내과  가정의학과,,,,0,0,,,0,
